ebotdata__Business_Metric_Type__c,ebotdata__Current_Confidence_For_Utterance__c,ebotdata__Current_Dialog_Id__c,ebotdata__Current_Dialog_Name__c,ebotdata__Current_Threshold_High__c,ebotdata__Current_Utterance__c,ebotdata__Intent_Name__c,ebotdata__Intent_Type__c,ebotdata__Live_Agent_Session_Id__c,ebotdata__Successful_Resolution__c,ebotdata__Topic_Name__c
Start,1,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9985,0Xd1l00000001DLCAY,Error_8004ade9,0.9,dummy input,business.desktop.error.8004ade9,Business,89b41413-2425-45b6-94f6-9f661f83f843,,questions Desktop
Start,0.9985,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9985,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9987,0Xd1l00000001DQCAY,Error_800a03ec,0.9,dummy input,business.desktop.error.800a03ec,Business,89b41413-2425-45b6-94f6-9f661f83f843,,questions Desktop
Start,0.9987,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9987,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9962,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9962,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9939,0Xd1l00000001DSCAY,Error_Switch_To,0.9,dummy input,business.desktop.error.switch_to,Business,89b41413-2425-45b6-94f6-9f661f83f843,,questions Desktop
Start,0.9939,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9939,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.6722,0Xd1l00000001DSCAY,Error_Switch_To,0.0523,dummy input,business.desktop.error.switch_to,Business,39fa7371-a452-4477-b8f4-cea77603c536,,questions Desktop
Start,0.6722,0Xd1l00000001CuCAI,Get_Article,0.0523,dummy input,bot.business_answer.presentation,Generic,39fa7371-a452-4477-b8f4-cea77603c536,,
,0.6722,0Xd1l00000001D2CAI,Escalation_Flow,0.0523,dummy input,bot.escalation,Generic,39fa7371-a452-4477-b8f4-cea77603c536,,
,,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,d00456b1-698a-43cc-ac90-a0e6a90863dd,,
,,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,d00456b1-698a-43cc-ac90-a0e6a90863dd,,
,,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,d00456b1-698a-43cc-ac90-a0e6a90863dd,,
,,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,d00456b1-698a-43cc-ac90-a0e6a90863dd,,
Direct,0.9017,0Xd1l00000001DpCAI,Disambig_Blank_Screen,0.718,dummy input,business.blank_screen.disambig,Generic,d00456b1-698a-43cc-ac90-a0e6a90863dd,,Disambiguation
,0.9425,0Xd1l00000000CgCAI,Contact_Request,0.4802,dummy input,bot.contact.request,Generic,23ae93a2-91e2-4668-aba2-cd159e99fb10,,
,0.5992,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.999,0Xd1l00000001DSCAY,Error_Switch_To,0.9,dummy input,business.desktop.error.switch_to,Business,89b41413-2425-45b6-94f6-9f661f83f843,,questions Desktop
Start,0.999,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9937,0Xd1l00000001DSCAY,Error_Switch_To,0.9,dummy input,business.desktop.error.switch_to,Business,89b41413-2425-45b6-94f6-9f661f83f843,,questions Desktop
Start,0.9937,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9937,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9344,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9388,0Xd1l00000001DLCAY,Error_8004ade9,0.8265,dummy input,business.desktop.error.8004ade9,Business,03259025-9a18-4d38-8f60-9d4e547f9f88,,questions Desktop
Start,0.9388,0Xd1l00000001CuCAI,Get_Article,0.8265,dummy input,bot.business_answer.presentation,Generic,03259025-9a18-4d38-8f60-9d4e547f9f88,,
,,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,03259025-9a18-4d38-8f60-9d4e547f9f88,,
,0.6837,0Xd1l00000000APCAY,Confused,,dummy input,bot.fallback,Generic,e5408bb3-9ebc-4fc5-8e66-ad686d7d6215,,
,0.9026,0Xd1l00000000CgCAI,Contact_Request,0.4802,dummy input,bot.contact.request,Generic,e5408bb3-9ebc-4fc5-8e66-ad686d7d6215,,
,0.9026,0Xd1l00000000C2CAI,Escalation_Flow,0.4802,dummy input,bot.escalation,Generic,e5408bb3-9ebc-4fc5-8e66-ad686d7d6215,,
Direct,0.8417,0Xd1l00000000AaCAI,Questions_Portal,0.4802,dummy input,business.questions.not_connecting.ie,Business,5d28bcb8-c577-4300-bdbb-20845e5d7b6a,,questions
Start,0.8417,0Xd1l00000000BOCAY,Get_Article,0.4802,dummy input,bot.business_answer.presentation,Generic,5d28bcb8-c577-4300-bdbb-20845e5d7b6a,,
,0.8417,0Xd1l00000000C2CAI,Escalation_Flow,0.4802,dummy input,bot.escalation,Generic,5d28bcb8-c577-4300-bdbb-20845e5d7b6a,,
,1,0Xd1l00000000APCAY,Confused,0.4802,dummy input,bot.fallback,Generic,23ae93a2-91e2-4668-aba2-cd159e99fb10,,
,0.999,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9344,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9314,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9314,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.6375,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.6375,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9951,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Start,1,0Xd1l00000001CuCAI,Get_Article,0.99,dummy input,bot.business_answer.presentation,Generic,9b57c087-e6b3-4b32-adae-809a95368745,,
,0.6837,0Xd1l00000000APCAY,Confused,,dummy input,bot.fallback,Generic,23ae93a2-91e2-4668-aba2-cd159e99fb10,,
,0.6837,0Xd1l00000000BsCAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,23ae93a2-91e2-4668-aba2-cd159e99fb10,,
,0.3307,0Xd1l00000000APCAY,Confused,,dummy input,bot.fallback,Generic,23ae93a2-91e2-4668-aba2-cd159e99fb10,,
,0.3307,0Xd1l00000000BsCAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,23ae93a2-91e2-4668-aba2-cd159e99fb10,,
,0.3307,0Xd1l00000000C2CAI,Escalation_Flow,,dummy input,bot.escalation,Generic,23ae93a2-91e2-4668-aba2-cd159e99fb10,,
Direct,0.6477,0Xd1l000000017fCAA,More_than_5,0.4802,dummy input,business.product.more_than_5,Business,3101b4a2-7de6-44c6-aa39-1feb7e3f4cb7,,product
Start,0.6477,0Xd1l00000000BOCAY,Get_Article,0.4802,dummy input,bot.business_answer.presentation,Generic,3101b4a2-7de6-44c6-aa39-1feb7e3f4cb7,,
,0.6477,0Xd1l00000000C2CAI,Escalation_Flow,0.4802,dummy input,bot.escalation,Generic,3101b4a2-7de6-44c6-aa39-1feb7e3f4cb7,,
Direct,0.3664,0Xd1l000000017fCAA,More_than_5,0.4802,dummy input,business.product.more_than_5,Business,8eb9041b-7e42-4e9a-8784-ad7416e1a3e2,,product
Start,1,0Xd1l00000001CuCAI,Get_Article,0.4383,dummy input,bot.business_answer.presentation,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9873,dummy input,bot.escalation,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
Start,0.3664,0Xd1l00000000BOCAY,Get_Article,0.4802,dummy input,bot.business_answer.presentation,Generic,8eb9041b-7e42-4e9a-8784-ad7416e1a3e2,,
,0.3664,0Xd1l00000000C2CAI,Escalation_Flow,0.4802,dummy input,bot.escalation,Generic,8eb9041b-7e42-4e9a-8784-ad7416e1a3e2,,
Direct,0.8417,0Xd1l00000000AaCAI,Questions_Portal,0.4802,dummy input,business.questions.not_connecting.ie,Business,70f5b568-40a9-41b5-b12d-d1955c51e78b,,questions
Start,0.8417,0Xd1l00000000BOCAY,Get_Article,0.4802,dummy input,bot.business_answer.presentation,Generic,70f5b568-40a9-41b5-b12d-d1955c51e78b,,
,0.8417,0Xd1l00000000AfCAI,Follow_Up_EScheduley,0.4802,dummy input,bot.follow-up,Generic,70f5b568-40a9-41b5-b12d-d1955c51e78b,,
,0.8417,0Xd1l00000000C2CAI,Escalation_Flow,0.4802,dummy input,bot.escalation,Generic,70f5b568-40a9-41b5-b12d-d1955c51e78b,,
Direct,0.1053,0Xd1l000000018XCAQ,Error_3004,0.4802,dummy input,business.product.error.3004,Business,ae0d1242-1d66-4c84-b5f5-4e335ee75973,,Company product
Start,0.1053,0Xd1l00000000BOCAY,Get_Article,0.4802,dummy input,bot.business_answer.presentation,Generic,ae0d1242-1d66-4c84-b5f5-4e335ee75973,,
,0.1053,0Xd1l00000000C2CAI,Escalation_Flow,0.4802,dummy input,bot.escalation,Generic,ae0d1242-1d66-4c84-b5f5-4e335ee75973,,
Direct,0.1051,0Xd1l000000018XCAQ,Error_3004,0.4802,dummy input,business.product.error.3004,Business,ae0d1242-1d66-4c84-b5f5-4e335ee75973,,Company product
Start,0.1051,0Xd1l00000000BOCAY,Get_Article,0.4802,dummy input,bot.business_answer.presentation,Generic,ae0d1242-1d66-4c84-b5f5-4e335ee75973,,
,0.1051,0Xd1l00000000C2CAI,Escalation_Flow,0.4802,dummy input,bot.escalation,Generic,ae0d1242-1d66-4c84-b5f5-4e335ee75973,,
Direct,0.386,0Xd1l000000018ICAQ,Error_55,0.4802,dummy input,business.product.error.55,Business,1d6a12ed-c08b-46a5-bf54-1062130d7907,,product
Start,0.386,0Xd1l00000000BOCAY,Get_Article,0.4802,dummy input,bot.business_answer.presentation,Generic,1d6a12ed-c08b-46a5-bf54-1062130d7907,,
,0.386,0Xd1l00000000C2CAI,Escalation_Flow,0.4802,dummy input,bot.escalation,Generic,1d6a12ed-c08b-46a5-bf54-1062130d7907,,
Direct,0.1053,0Xd1l000000018XCAQ,Error_3004,0.4802,dummy input,business.product.error.3004,Business,1d6a12ed-c08b-46a5-bf54-1062130d7907,,Company product
Start,0.1053,0Xd1l00000000BOCAY,Get_Article,0.4802,dummy input,bot.business_answer.presentation,Generic,1d6a12ed-c08b-46a5-bf54-1062130d7907,,
,0.1053,0Xd1l00000000C2CAI,Escalation_Flow,0.4802,dummy input,bot.escalation,Generic,1d6a12ed-c08b-46a5-bf54-1062130d7907,,
,1,0Xd1l00000000APCAY,Confused,0.4802,dummy input,bot.fallback,Generic,20deb7de-9241-4cf1-8ac4-deca64d72794,,
,0.8393,0Xd1l00000000APCAY,Confused,,dummy input,bot.fallback,Generic,cee0b3af-a816-46aa-8d9d-88fa0f13f4d2,,
,0.4534,0Xd1l00000000APCAY,Confused,,dummy input,bot.fallback,Generic,cee0b3af-a816-46aa-8d9d-88fa0f13f4d2,,
,1,0Xd1l00000000APCAY,Confused,0.9,dummy input,bot.fallback,Generic,f4f4044a-020a-4543-85ed-01b2168fc001,,
,0.4748,0Xd1l00000000APCAY,Confused,,dummy input,bot.fallback,Generic,f4f4044a-020a-4543-85ed-01b2168fc001,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.99,dummy input,bot.escalation,Generic,9b57c087-e6b3-4b32-adae-809a95368745,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.4383,dummy input,bot.escalation,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9791,dummy input,bot.escalation,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
Direct,1,0Xd1l00000001DXCAY,Simple_Product,0.9917,dummy input,business.product.simple_product,Business,e08a1810-657c-47bf-ae4f-f69012c1653f,,product
Start,1,0Xd1l00000001CuCAI,Get_Article,0.9917,dummy input,bot.business_answer.presentation,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
,1,0Xd1l00000001D9CAI,Frustration,0.4999,dummy input,bot.frustration,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
,1,0Xd1l00000001D0CAI,Offer_to_Escalate,0.4999,dummy input,bot.offer_escalation,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
,,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,7ffc534d-1989-4c41-8929-07898fcc281b,,
,1,0Xd1l00000001D2CAI,Escalation_Flow,0.9723,dummy input,bot.escalation,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
,,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
,,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,3cd296ed-4144-4b44-b641-63cd1791f411,,
,0.8417,0Xd1l00000000AfCAI,Follow_Up_EScheduley,0.4802,dummy input,bot.follow-up,Generic,5d28bcb8-c577-4300-bdbb-20845e5d7b6a,,
,0.4748,0Xd1l00000000BsCAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,f4f4044a-020a-4543-85ed-01b2168fc001,,
,0.9772,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,41986b8e-95ed-4efa-825a-776854b5d2f7,,
,0.9323,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,41986b8e-95ed-4efa-825a-776854b5d2f7,,
,0.9323,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,41986b8e-95ed-4efa-825a-776854b5d2f7,,
Direct,1,0Xd1l00000001DqCAI,Disambig_Schedule,0.5098,dummy input,business.schedule.disambig,Generic,9b57c087-e6b3-4b32-adae-809a95368745,,Disambiguation
,,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
Direct,1,0Xd1l00000001DcCAI,Cannot_Enter_Data,0.4383,dummy input,business.product.cannot_enter_data,Business,e08a1810-657c-47bf-ae4f-f69012c1653f,,product
Direct,1,0Xd1l00000001DeCAI,Export_XML,0.9791,dummy input,business.product.export_xml,Business,e08a1810-657c-47bf-ae4f-f69012c1653f,,product
Start,1,0Xd1l00000001CuCAI,Get_Article,0.9791,dummy input,bot.business_answer.presentation,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
Direct,1,0Xd1l00000001DYCAY,More_than_5,0.9723,dummy input,business.product.more_than_5,Business,e08a1810-657c-47bf-ae4f-f69012c1653f,,product
Start,1,0Xd1l00000001CuCAI,Get_Article,0.9723,dummy input,bot.business_answer.presentation,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
Direct,1,0Xd1l00000001DZCAY,Research_Window,0.9873,dummy input,business.product.research_window,Business,e08a1810-657c-47bf-ae4f-f69012c1653f,,product
Start,1,0Xd1l00000001CuCAI,Get_Article,0.9873,dummy input,bot.business_answer.presentation,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
,,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,d00456b1-698a-43cc-ac90-a0e6a90863dd,,
Direct,0.3877,0Xd1l00000001CtCAI,Password_Reset,0.9,dummy input,business.questions.password_reset,Business,41986b8e-95ed-4efa-825a-776854b5d2f7,,questions
Direct,0.9821,0Xd1l00000001CkCAI,Questions_Portal,0.9,dummy input,business.questions.not_connecting.ie,Business,c544f9cd-aaca-4cdc-b149-c0ad804a8146,,questions
Start,0.9821,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,c544f9cd-aaca-4cdc-b149-c0ad804a8146,,
,0.9821,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,c544f9cd-aaca-4cdc-b149-c0ad804a8146,,
,,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,3fdc583c-7c91-495b-8de1-e1b92d21b3f5,,
,0.9388,0Xd1l00000001D2CAI,Escalation_Flow,0.8265,dummy input,bot.escalation,Generic,03259025-9a18-4d38-8f60-9d4e547f9f88,,
,0.7019,0Xd1l00000001DACAY,Contact_Request,0.9,dummy input,bot.contact.request,Generic,c544f9cd-aaca-4cdc-b149-c0ad804a8146,,
Direct,0.9955,0Xd1l00000001CtCAI,Password_Reset,0.9,dummy input,business.questions.password_reset,Business,c544f9cd-aaca-4cdc-b149-c0ad804a8146,,questions
Direct,0.9938,0Xd1l00000001CtCAI,Password_Reset,0.9,dummy input,business.questions.password_reset,Business,d55dbcad-a475-4751-9d9c-92f22f946936,,questions
,0.6278,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,651bc0cc-b2c7-4125-ae15-3fd528af9e89,,
,0.8468,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,651bc0cc-b2c7-4125-ae15-3fd528af9e89,,
,1,0Xd1l00000000CgCAI,Contact_Request,0.4802,dummy input,bot.contact.request,Generic,e5408bb3-9ebc-4fc5-8e66-ad686d7d6215,,
,0.8468,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,651bc0cc-b2c7-4125-ae15-3fd528af9e89,,
,0.891,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,651bc0cc-b2c7-4125-ae15-3fd528af9e89,,
,0.891,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9945,0Xd1l00000001DMCAY,Blank_Screen,0.9,dummy input,business.desktop.blank_screen,Business,89b41413-2425-45b6-94f6-9f661f83f843,,questions Desktop
Start,0.9945,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9945,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.5992,0Xd1l00000001CkCAI,Questions_Portal,0.9,dummy input,business.questions.not_connecting.ie,Business,89b41413-2425-45b6-94f6-9f661f83f843,,questions
Start,0.5992,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,1,0Xd1l00000001DACAY,Contact_Request,0.9269,dummy input,bot.contact.request,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
,,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,e08a1810-657c-47bf-ae4f-f69012c1653f,,
,,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,3fdc583c-7c91-495b-8de1-e1b92d21b3f5,,
,0.891,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,651bc0cc-b2c7-4125-ae15-3fd528af9e89,,
Direct,0.9929,0Xd1l00000001DOCAY,Crash_On_Launch,0.9,dummy input,business.desktop.crash_on_launch,Business,89b41413-2425-45b6-94f6-9f661f83f843,,questions Desktop
Start,0.9929,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9929,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9454,0Xd1l00000001DNCAY,DBDate,0.9,dummy input,business.desktop.dbdate,Business,89b41413-2425-45b6-94f6-9f661f83f843,,questions Desktop
Start,0.9454,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.4191,0Xd1l00000001DgCAI,Undefined_Word,0.9,dummy input,business.product.undefined_word,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Start,0.9977,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9977,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9989,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9956,0Xd1l00000001DeCAI,Export_XML,0.9,dummy input,business.product.export_xml,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Start,0.9956,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9962,0Xd1l00000001DeCAI,Export_XML,0.9,dummy input,business.product.export_xml,Business,89b41413-2425-45b6-94f6-9f661f83f843,,product
Start,0.9962,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9965,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,1,0Xd1l00000001DACAY,Contact_Request,0.9,dummy input,bot.contact.request,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,1,0Xd1l00000001D0CAI,Offer_to_Escalate,0.9,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,1,0Xd1l00000001ChCAI,Confused,0.9,dummy input,bot.fallback,Generic,c5f13b17-340d-403e-9b29-ef917cdc19a9,,
,0.98,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9521,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9956,0Xd1l00000001D2CAI,Escalation_Flow,0.9,dummy input,bot.escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9977,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9979,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Start,0.98,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9965,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.7053,0Xd1l00000001ChCAI,Confused,,dummy input,bot.fallback,Generic,4a9f4fe3-a4fb-4280-9c5c-e7c3d2a7af1e,,
,0.637,0Xd1l00000001D2CAI,Escalation_Flow,,dummy input,bot.escalation,Generic,4a9f4fe3-a4fb-4280-9c5c-e7c3d2a7af1e,,
,0.9858,0Xd1l00000001DACAY,Contact_Request,0.9,dummy input,bot.contact.request,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,1,0Xd1l00000001D9CAI,Frustration,0.9,dummy input,bot.frustration,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,1,0Xd1l00000001D0CAI,Offer_to_Escalate,0.9,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
,0.9417,0Xd1l00000001D0CAI,Offer_to_Escalate,,dummy input,bot.offer_escalation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
Direct,0.9892,0Xd1l00000001DJCAY,Access_Issues,0.9,dummy input,business.gtc.access_issues,Business,89b41413-2425-45b6-94f6-9f661f83f843,,Global Track Complete
Start,0.9892,0Xd1l00000001CuCAI,Get_Article,0.9,dummy input,bot.business_answer.presentation,Generic,89b41413-2425-45b6-94f6-9f661f83f843,,
